id,utterance,logical_form
1644,"Could you bring me the object at the right of the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
1645,"Could you please navigate to the <location> , meet <name> , and accompany them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
1646,"take the <object> from the <location> and bring it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1647,"grasp the <object> from the <location> and give it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1648,"Robot please tell me which are the three lightest <category> on the <location>
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1649,"Robot please tell me which are the three heaviest <category> on the <location>
","( say ( lambda $1 e ( heaviest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1650,"Could you please tell me which are the three largest objects on the <location>
","( say ( lambda $1 e ( largest $1 3 ) ( at $1 "" <location> "" ) ) )
"
1651,"navigate to the <room> , look for a person <gesture> , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
1652,"Could you please tell me which are the three biggest objects on the <location>
","( say ( lambda $1 e ( biggest $1 3 ) ( at $1 "" <location> "" ) ) )
"
1653,"Robot please tell me which are the three smallest <category> on the <location>
","( say ( lambda $1 e ( smallest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1654,"Robot please meet <name> at the <location> , follow them , and guide them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1655,"get the <object> from the <location> and deliver it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1656,"grasp the <object> from the <location> and bring it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1657,"Could you please tell me which are the three lightest objects on the <location>
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
1658,"navigate to the <room> , look for a person lying down , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
1659,"Please meet <name> at the <location> , follow them , and navigate to the <room>
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
1660,"Robot please meet <name> at the <location> , follow them , and go to the <room>
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
1661,"navigate to the <location> , meet <name> , and accompany them to the <location>
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1662,"navigate to the <location> , locate the <object> , and put it on the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1663,"navigate to the <location> , find the <object> , and place it on the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1664,"Could you please tell me which are the three heaviest objects on the <location>
","( say ( lambda $1 e ( heaviest $1 3 ) ( at $1 "" <location> "" ) ) )
"
1665,"Could you please tell me which are the three thinnest objects on the <location>
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
1666,"Could you meet <name> at the <location> , follow them , and accompany them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1667,"Robot please meet <name> at the <location> , follow them , and escort them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1668,"Could you please accompany the <category> from the <location> to the <location>
","UNKNOWN
"
1669,"Could you please navigate to the <location> , meet the <object> , and follow it
","UNKNOWN
"
1670,"Robot please give me the object at the right of the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
1671,"take the <object> from the <location> and deliver it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1672,"pick up the <object> from the <location> and give it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1673,"Robot please bring me the object at the right of the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
1674,"grasp the <object> from the <location> and deliver it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1675,"pick up the <object> from the <location> and bring it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1676,"navigate to the <location> , look for the <object> , and put it on the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1677,"navigate to the <location> , locate the <object> , and place it on the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1678,"Could you please meet <name> at the <location> , follow them , and lead them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1679,"Could you please meet <name> at the <location> , follow them , and take them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1680,"Could you please navigate to the <location> , meet the <category> , and follow it
","UNKNOWN
"
1681,"Could you please tell me which are the three biggest <category> on the <location>
","( say ( lambda $1 e ( biggest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1682,"Could you please tell me which are the three lightest <category> on the <location>
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1683,"Could you please tell me which are the three heaviest <category> on the <location>
","( say ( lambda $1 e ( heaviest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1684,"Could you meet <name> at the <location> , follow them , and navigate to the <room>
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
1685,"Could you please tell me which are the three smallest <category> on the <location>
","( say ( lambda $1 e ( smallest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
1686,"Robot please meet <name> at the <location> , follow them , and accompany them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1687,"Could you please meet <name> at the <location> , follow them , and guide them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1688,"pick up the <object> from the <location> and deliver it to <name> at the <location>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ( lambda $1 e ( person $1 ) ( at $1 "" <location> "" ) ( name $1 "" <name> "" ) ) )
"
1689,"Could you please meet <name> at the <location> , follow them , and go to the <room>
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
1690,"navigate to the <location> , look for the <object> , and place it on the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1691,"Could you please meet <name> at the <location> , follow them , and escort them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1692,"Could you please give me the object at the right of the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
1693,"Could you please bring me the object at the right of the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
1694,"Robot please meet <name> at the <location> , follow them , and navigate to the <room>
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
1695,"Could you please meet <name> at the <location> , follow them , and accompany them back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
1696,"Could you please meet <name> at the <location> , follow them , and navigate to the <room>
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
1697,"Trail Jordan
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1698,"chase jordan
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1699,"go to bedroom
","( go "" <room> "" )
"
1700,"Follow Tracy.
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1701,"Follow Taylor
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1702,"Go with Taylor
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1703,"get me the fork
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1704,"goto the kitchen
","( go "" <room> "" )
"
1705,"Find the shampoo
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1706,"Stay with Jordan
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1707,"Hand me that coke
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1708,"Bring me the soap
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1709,"retrieve the soap
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1710,"give me the apple
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1711,"pass me the fork.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1712,"Hand me the apple.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1713,"Give me the apple.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1714,"bring the tea to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1715,"Bring a fork to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1716,"Trail behind Robin.
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1717,"help me get the mug
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1718,"Robot, follow Alex.
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1719,"Bring me chocolate.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1720,"Serve Jordan pasta.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1721,"Go retrieve the box.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1722,"Deliver me chocolate
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1723,"Who's in the bedroom
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1724,"Bring the mug to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1725,"Place beer on stove.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1726,"give robin the knife
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1727,"go to the dining room
","( go "" <room> "" )
"
1728,"Get me a knife please
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1729,"Go to the dining room
","( go "" <room> "" )
"
1730,"please bring me water
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1731,"please go after Tracy
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1732,"bring me the chocolate
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1733,"proceed to the bedroom
","( go "" <room> "" )
"
1734,"please go after Taylor
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1735,"Hand me the box please
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1736,"Bring the knife to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1737,"Please give me the bag
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1738,"Go after Taylor please
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1739,"Who is at the cabinet?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1740,"pour cereal in the bowl
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1741,"Who is in the corridor?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1742,"Fill a bowl with cereal
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1743,"make cereal in the bowl
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1744,"Please pass me the pasta
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1745,"Please bring me the soap
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1746,"Navigate to the bedroom.
","( go "" <room> "" )
"
1747,"Give Michael a teaspoon.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1748,"Who's in the living room
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1749,"Go to the kitchen please
","( go "" <room> "" )
"
1750,"Bring this banana to Tracy
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1751,"Who is in the living room?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1752,"lets go to the dining room
","( go "" <room> "" )
"
1753,"go see jaime and lead them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1754,"Please find me the shampoo
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1755,"Show Jordan to the cupboard
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1756,"Take these pickles to Alex.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1757,"Pour cereal into the bowls.
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1758,"Bring the fork to me please
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1759,"please to Jorgan give pasta
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1760,"Get the dishwasher prickles
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1761,"reply peyton at the cabinet
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1762,"Take the tuna fish to Jamie
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1763,"Meet Alex and accompany him
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1764,"Please fetch that soap to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1765,"Bring Peyton to the counter.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1766,"Bring Hayden to the freezer.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1767,"Find three items in the room
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
1768,"go to toilet and lead Morgan
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
1769,"Is there beer in the corridor
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1770,"Robot, who is in the kitchen?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1771,"give the tea spoon to Micheal
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1772,"Take the bowl to the cabinet.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) "" <location> "" )
"
1773,"Please go to the living room.
","( go "" <room> "" )
"
1774,"What,s the pose of the person
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( pose $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1775,"Go to the dining room thanks.
","( go "" <room> "" )
"
1776,"Take Taylor to the baby chair.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
1777,"look in the dining for the cup
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1778,"How many beer are on the sink?
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1779,"Guide Tracy to the side table.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
1780,"Find the peach in the bathroom
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1781,"Find the glass in the bathroom
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1782,"please put cereal in the bowls
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1783,"get the fork and give it to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1784,"find the peach in the bathroom
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1785,"Follow Morgan, he's at the bar
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
1786,"please the tuna, bring it to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1787,"Locate a sponge in the kitchen.
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1788,"Please take Michael to the bed.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) "" <location> "" )
"
1789,"Bring the fork to the microwave
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1790,"bring me the toothpaste please.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1791,"Can you get the knife to Robin?
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
1792,"Bring me some pasta dear robot.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1793,"Pour some cereal into this bowl
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1794,"Place the apple on the counter.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1795,"Come into the dining room please
","( go "" <room> "" )
"
1796,"Bring the soap to the nightstand
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1797,"Please put cereal into this bowl
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1798,"find the shampoo in the bathroom
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1799,"Take Jordan from dresser to sofa
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1800,"Can you pour cereal in the bowl.
","( pour ( lambda $1 e ( is_a $1 "" cereal "" ) ) ( lambda $1 e ( is_a $1 "" bowl "" ) ) )
"
1801,"get mt the pear from the dresser
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1802,"Are there noodles in the kitchen
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1803,"Answer Jordan in the living room
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <room> "" ) ) )
"
1804,"place the tray on the dishwasher
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1805,"Greet Alex and bring him inside.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1806,"Find the beer in the living room
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1807,"Put the tea spoon on the counter
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1808,"pass me the box on the dishwasher
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1809,"How many beers are on the toilet?
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1810,"Set the cookies on the nightstand
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1811,"How many cokes are in the freezer
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
1812,"How many men are in the corridor?
","( say ( count ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) ) )
"
1813,"Who is the person at the cabinet?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1814,"Get the cereal from the armchair.
","UNKNOWN
"
1815,"Take the teaspoon to the counter.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1816,"Go to the kitchen and get the tea
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
1817,"How many objects are in the sink?
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1818,"Can you bring me the choco flakes
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) )
"
1819,"Please bring my glass to the desk
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1820,"Who is the person at the counter?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1821,"Take Taylor from sink to counter.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
1822,"Take the milk to the table please.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1823,"bring me the shampoo from the sink
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1824,"find me the things in the bathroom
","( find ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) ) )
"
1825,"What gender is person in corridor.
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( gender $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
1826,"Put the melon on the coffee table.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1827,"find the things in the living room
","( find ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) ) )
"
1828,"Please greet Morgan and guide them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1829,"Accompany Alex after meeting them.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) UNKNOWN )
"
1830,"put the banana on the center table
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1831,"how many girls are in the bathroom
","( say ( count ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) ) )
"
1832,"How many things are in that drawer
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1833,"Where is the napkin in the kitchen
","( find ( lambda $1 e ( and ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) ) )
"
1834,"Take the pickles to the dishwasher.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
1835,"Get me the milk from the microwave.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
1836,"How many ladies are in the corridor
","( say ( count ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) ) )
"
1837,"What's the biggest item on the sofa
","( say ( lambda $1 e ( and ( heaviest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
1838,"Go get the Shampoo from the kitchen
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
